"","Kecemasan","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"11956",4,4,1.3002,1.1246,408.178,444.539,440.266,437.102,415.815,416.663,386.273,420.305,419.016,408.606,419.6763
"11958",2,4,-2.6285,-1.5326,344.257,351.153,374.678,298.396,361.349,330.535,361.146,333.402,369.901,355.336,348.0153
"11959",3,3,-0.7862,-0.756,438.059,472.817,453.272,456.092,497.134,454.602,471.276,497.089,480.663,444.109,466.5113
"11962",2,3,-0.7945,-0.756,319.726,310.738,316.528,328.203,330.436,330.796,349.679,339.223,327.694,325.451,327.8474
"11963",2,2,-0.3675,-1.1042,326.476,335.243,361.615,360.988,364.051,360.438,310.863,329.228,325.357,281.035,335.5294
"11964",2,2,-0.0543,1.1246,344.818,321.065,311.856,353.788,363.143,320.553,349.426,349.674,339.82,371.934,342.6077
"11966",2,2,0.4122,-1.1042,342.394,310.636,354.433,365.579,316.429,321.483,336.969,324.463,320.036,342.072,333.4494
"11967",4,2,-0.683,-0.0918,360.645,361.587,377.747,381.515,394.098,330.809,338.78,374.322,351.564,339.203,361.027
"11968",1,3,-1.1998,0.0877,342.892,385.979,344.542,325.33,322.767,325.028,324.164,334.491,327.957,337.034,337.0184
"11969",2,4,0.0497,1.1246,358.194,295.624,370.369,379.129,374.335,372.492,359.179,397.923,385.014,344.189,363.6448
"11970",2,3,0.1991,-0.756,402.079,394.187,385.822,404.657,380.206,384.339,401.601,405.246,419.957,378.642,395.6736
"11971",2,3,-0.6298,-0.756,388.524,355.662,411.186,388.522,353.033,393.974,377.66,387.943,389.896,409.142,385.5542
"11972",2,3,-0.6674,-0.756,335.068,313.189,306.472,294.502,314.939,323.238,311.204,324.191,334.513,331.326,318.8642
"11975",2,3,-0.1215,-1.6704,275.646,317.028,309.306,286.622,337.413,336.41,292.167,304.129,300.364,355.977,311.5062
"11977",2,3,-0.0972,-0.756,340.04,366.884,351.123,346.639,325.046,361.391,340.833,404.49,289.44,347.368,347.3254
"11978",4,1,-0.1661,0.6942,458.479,436.008,473.167,459.877,465.673,454.902,443.587,456.18,465.952,439.865,455.369
"11979",2,2,0.0892,-1.1042,341.468,318.539,331.748,329.035,300.512,277.228,304.832,307.676,358.972,293.181,316.3191
"11980",2,1,0.2668,1.1246,451.811,472.16,509.542,489.182,458.068,508.428,455.092,509.674,479.843,505.52,483.932
"11981",2,3,-0.3154,-0.756,348.038,331.394,302.524,366.051,342.397,367.251,273.805,350.72,314.365,297.235,329.378
"11982",1,1,-0.7048,-0.756,393.06,436.651,393.232,374.609,374.579,403.027,364.636,368.815,391.809,400.116,390.0534
"11983",3,3,1.3938,0.6942,340.118,389.76,352.235,385.746,336.129,363.247,391.252,315.72,383.652,363.125,362.0984
"11984",2,3,-0.0654,-1.1042,401.276,365.535,345.385,326.601,357.539,388.359,367.321,370.047,339.404,396.113,365.758
"11985",2,4,-0.2893,1.1246,364.672,330.332,329.975,294.663,340.435,336.559,323.517,362.189,319.816,354.667,335.6825
"11986",2,2,0.1201,-1.1042,311.649,334.118,358.512,300.276,338.942,338.38,306.886,364.075,341.696,360.152,335.4686
"11987",2,1,-0.1523,1.1246,421.515,383.178,375.706,421.206,410.34,395.974,467.164,433.492,462.258,400.984,417.1817
"11988",2,3,0.5355,0.6342,334.413,358.866,379.902,367.039,360.766,354.885,354.327,356.624,387.657,352.995,360.7474
"11990",2,2,-0.7128,-0.756,428.679,394.12,410.945,384.279,395.074,379.103,409.836,430.061,415.049,358.801,400.5947
"11993",3,2,-0.315,1.1246,350.172,377.807,346.734,392.339,350.594,329.921,376.9,359.433,352.013,339.886,357.5799
"11994",2,4,-0.0926,-0.756,395.117,371.776,348.434,398.777,390.499,448.843,374.792,373.567,455.917,356.825,391.4547
"11996",2,3,-0.733,1.1246,381.988,333.831,319.477,360.879,337.635,329.589,335.041,389.768,362.202,331.611,348.2021
"11997",2,2,0.2854,-0.756,504.184,488.678,466.196,550.437,505.903,523.251,517.095,512.448,528.925,502.898,510.0015
"11998",3,2,-0.778,-0.0918,425.364,387.042,348.949,394.245,351.128,399.564,336.08,387.39,319.108,372.267,372.1137
"12000",2,3,-0.0639,-0.756,292.222,277.911,296.203,305.125,325.6,308.603,330.941,313.656,292.257,295.576,303.8094
"12001",1,2,0.9575,-1.15,452.267,404.071,413.138,415.248,450.595,413.224,423.043,425.362,402.296,449.685,424.8929
"12003",2,2,-0.7756,-0.756,479.526,440.564,416.628,463.789,431.918,434.788,440.321,451.612,446.304,471.262,447.6712
"12004",2,3,-0.0332,0.1798,372.454,384.961,397.466,439.49,382.75,414.34,413.577,391.284,432.415,364.681,399.3418
"12005",3,3,0.7566,-0.756,353.126,374.804,328.49,359.265,364.524,353.51,321.133,368.13,376.096,355.159,355.4237
"12006",1,2,-0.6526,-1.0389,287.927,319.367,330.236,342.343,274.469,293.702,281.036,300.717,294.718,310.881,303.5396
"12008",3,2,0.9894,0.6942,359.408,385.602,367.492,359.504,337.529,411.455,382.412,367.249,346.03,345.88,366.2561
"12009",2,1,0.268,1.1246,358.051,331.549,353.304,314.4,347.054,362.381,334.859,336.517,328.824,299.957,336.6896
"12010",2,3,-0.1641,1.1246,491.643,486.02,436.411,441.264,476.669,490.592,434.174,454.852,438.488,464.857,461.497
"12011",2,3,-0.768,-0.756,340.859,393.358,350.232,358.869,402.796,338.25,376.969,383.468,406.86,392.299,374.396
"12013",2,2,0.1112,-0.756,545.954,496.834,480.685,477.384,539.918,476.741,509.773,530.672,506.105,492.427,505.6493
"12014",1,2,0.7747,-0.756,427.785,453.439,431.517,420.425,427.594,401.373,454.555,393.351,451.728,420.922,428.2689
"12017",2,3,-2.0655,1.1246,415.095,371.823,394.637,384.167,403.255,367.751,406.647,370.723,396.763,358.603,386.9464
"12019",1,2,-0.9221,-1.1042,415.473,392.321,415.503,408.78,403.742,365.756,422.395,390.403,398.896,394.922,400.8191
"12020",2,3,-0.7862,-0.756,413.695,398.254,361.787,399.276,426.216,409.018,425.904,388.063,411.922,399.938,403.4073
"12021",2,1,-1.9527,-0.756,444.215,473.294,461.648,476.523,451.082,462.236,469.472,488.991,499.17,473.841,470.0472
"12022",2,3,0.6848,0.4417,376.432,423.487,374.266,351.166,390.905,370.519,386.328,346.602,366.784,414.336,380.0825
"12023",2,3,-0.597,-0.756,338.686,361.232,312.745,360.938,333.14,322.23,361.553,345.119,327.319,364.228,342.719
"12024",2,2,0.0307,-1.2939,283.824,292.963,326.797,330.252,311.301,376.989,336,306.361,317.799,315.678,319.7964
"12026",1,3,-0.3546,1.1246,405.273,338.436,362.211,392.972,410.178,405.521,380.744,405.159,390.7,384.173,387.5367
"12028",2,2,0.3372,-1.1042,399.845,425.045,443.508,423.342,423.652,405.51,422.724,447.672,384.314,454.406,423.0018
"12029",2,2,-0.2673,-0.756,438.291,429.825,395.318,410.988,376.577,407.385,424.16,389.219,445.866,403.853,412.1482
"12031",2,2,-0.0788,-0.756,370.295,374.41,352.574,368.293,340.801,398.436,385.324,347.897,373.726,353.36,366.5116
"12032",2,2,-2.8572,-0.756,364.424,385.65,425.407,368.29,338.927,386.535,318.896,376.908,360.477,379.178,370.4692
"12033",2,3,0.2259,-0.756,434.901,447.354,406.624,422.739,429.933,437.301,444.65,416.019,388.617,428.681,425.6819
"12034",1,3,-3.0108,-1.3019,377.217,340.127,411.06,372.956,398.864,381.912,346.429,366.52,350.852,330.853,367.679
"12035",2,3,0.5932,-0.756,374.349,332.797,360.22,360.296,343.177,388.885,385.789,387.4,350.765,373.121,365.6799
"12036",2,2,-0.6211,-0.756,341.282,373.139,355.624,377.363,404.249,392.01,406.806,380.664,402.772,351.207,378.5116
"12038",2,2,-2.5439,-0.756,391.043,314.844,284.977,343.423,370.9,341.949,377.5,319.266,303.537,353.794,340.1233
"12039",3,2,0.0629,-1.1042,332.542,394.577,406.35,345.544,392.97,377.42,386.334,382.132,396.557,423.773,383.8199
"12040",2,4,-1.0492,-0.756,364.225,379.016,406.95,363.002,385.568,389.474,368.575,392.094,370.408,359.274,377.8586
"12041",2,3,-0.7379,1.1246,380.243,362.263,365.871,343.262,379.358,356.149,389.316,377.69,370.659,370.024,369.4835
"12042",1,2,-1.9487,0.1368,523.499,535.085,512.839,521.977,525.85,487.621,507.978,507.497,511.728,515.267,514.9341
"12043",2,3,-0.0712,1.1246,379.133,356.194,385.741,402.034,343.637,378.931,373.007,325.247,374.862,374.499,369.3285
"12044",1,3,-0.0538,-0.756,377.254,349.51,367.557,363.506,377.144,317.639,343.879,347.321,314.517,360.034,351.8361
"12045",3,2,0.6104,-0.756,385.739,400.628,387.015,397.512,382.978,354.517,386.407,371.964,378.682,356.697,380.2139
"12046",2,1,0.0059,-0.756,459.076,487.904,471.62,480.656,503.301,497.644,498.413,477.763,511.894,478.605,486.6876
"12047",2,3,-0.1593,1.1246,346.134,371.571,379.388,376.774,358.438,382.104,334.705,387.974,411.048,336.32,368.4456
"12048",2,3,-0.2887,-0.756,341.874,390.929,373.626,351.38,370.378,367.746,357.089,299.853,341.765,372.441,356.7081
"12049",4,3,0.1447,-0.756,339.072,325.742,372.955,383.531,343.163,367.489,355.136,366.775,339.477,357.832,355.1172
"12050",4,2,-0.3533,-1.15,390.239,449.353,420.595,402.465,424.508,422.188,431.991,421.891,422.344,475.729,426.1303
"12052",2,3,0.8847,1.1246,311.02,316.232,342.395,314.565,252.709,295.436,293.376,301.875,305.468,247.382,298.0458
"12053",2,3,0.1061,-0.756,281.274,295.438,288.201,361.405,326.835,331.183,331.506,316.803,296.708,267.373,309.6726
"12054",2,3,-0.0442,0.4417,344.114,306.72,333.255,352.414,328.972,322.487,325.256,319.223,347.471,343.283,332.3195
"12055",2,2,0.8934,-0.756,318.366,382.423,346.409,393.715,365.908,354.956,326.59,341.359,354.488,365.451,354.9665
"12056",2,3,-0.6608,-1.1042,377.421,328.008,380.914,345.461,343.343,377.121,359.275,374.872,289.126,353.94,352.9481
"12058",1,3,-0.0043,-0.756,366.069,368.989,337.031,373.206,369.779,343.821,359.787,379.8,353.259,371.394,362.3135
"12059",3,3,1.4844,-0.756,351.171,350.746,341.797,370.017,365.833,316.658,323.453,309.25,346.052,326.039,340.1016
"12060",2,3,0.1631,-0.756,389.125,411.485,403.986,386.014,371.846,373.385,416.903,359.566,386.535,412.031,391.0876
"12062",3,4,0.0943,-0.756,418.277,449.289,394.617,417.412,400.268,396.74,393.643,431.514,399.898,428.693,413.0351
"12063",2,3,-0.2563,0.4417,271.974,334.597,304.964,321.802,284.207,283.907,287.706,294.094,266.552,274.15,292.3953
"12064",2,2,-0.5739,-0.756,442.653,421.86,441.583,451.426,442.61,443.946,444.709,417.6,458.284,430.941,439.5612
"12067",2,2,0.0204,-1.1042,346.062,356.545,373.84,348.074,373.63,372.331,348.481,337.756,371.779,400.397,362.8895
"12068",2,3,0.1942,-1.1042,428.171,416.356,452.823,420.075,411.846,365.501,424.246,427.379,411.333,421.643,417.9373
"12069",2,3,-0.6402,-0.756,383.447,358.948,347.114,375.082,368.976,391.905,428.262,391.743,388.263,421.872,385.5612
"12070",1,4,-2.2103,-1.3019,300.994,312.238,357.158,378.5,351.067,376.249,368.006,357.695,357.985,360.15,352.0042
"12071",2,3,-0.7794,-0.756,374.028,387.377,404.799,411.562,424.582,376.04,340.386,366.963,375.701,395.651,385.7089
"12072",2,3,0.4962,-0.756,401.398,359.815,374.97,401.366,389.037,347.624,390.72,398.28,384.356,424.881,387.2447
"12073",3,3,-0.6061,-0.756,345.269,331.09,333.525,290.707,307.185,318.291,313.257,346.415,306.283,351.085,324.3107
"12074",2,3,-0.804,-1.306,290.859,279.64,287.355,310.312,328.293,322.237,339.2,275.845,335.29,334.116,310.3147
"12075",2,3,0.2215,-1.15,323.592,286.352,308.278,329.39,362.356,285.054,336.438,320.687,362.443,356.582,327.1172
"12076",2,3,-0.2551,-1.2684,337.128,350.218,355.97,345.452,369.285,343.171,350.674,369.25,308.482,342.399,347.2029
"12077",2,3,-0.0858,1.1246,437.851,409.681,403.37,463.228,402.451,482.481,476.439,460.254,436.444,438.75,441.0949
"12078",2,3,-0.0561,-0.756,455.282,480.367,458.103,470.132,458.915,442.913,452.409,446.295,448.62,430.115,454.3151
"12079",2,3,0.2672,-0.756,367.109,433.079,440.043,384.594,375.563,387.55,376.968,374.73,387.417,361.028,388.8081
"12080",2,3,0.5363,-1.1042,293.905,322.229,309.945,282.398,276.059,330.36,330.885,274.607,316.597,291.735,302.872
"12081",2,3,-0.2978,-0.756,343.911,301.348,306.664,318.944,360.871,295.933,285.241,253.142,301.932,334.903,310.2889
"12082",4,3,0.4432,-0.756,462.819,470.35,452.702,494.49,472.893,504.056,483.272,482.91,448.944,457.616,473.0052
"12083",2,2,0.6868,-0.756,325.145,337.447,348.269,323.978,349.524,319.304,357.848,334.913,321.593,319.836,333.7857
"12084",3,3,-0.7145,1.1246,584.31,632.513,541.876,521.732,594.292,568.619,534.074,550.733,538.66,577.543,564.4352
"12089",2,1,-3.555,0.0936,409.503,421.995,440.532,461.375,390.65,425.578,440.849,389.46,442.417,435.982,425.8341
"12091",2,3,-0.0712,-1.1042,377.791,391.664,409.521,439.776,415.029,463.334,408.281,388.983,390.765,390.337,407.5481
"12092",2,3,0.0723,-0.756,293.234,349.509,336.645,339.409,370.429,325.157,311.756,284.877,355.241,329.729,329.5986
"12093",2,3,0.3964,1.1246,464.513,485.278,484.16,457.567,471.002,473.231,495.744,472.422,473.721,454.82,473.2458
"12095",2,3,-0.0749,-0.756,275.663,318.077,317.074,303.697,325.404,336.2,305.6,306.002,300.417,323.501,311.1635
"12098",1,1,0.1305,-0.1683,455.969,451.988,475.66,477.387,485.187,458.977,433.893,456.993,432.396,442.975,457.1425
"12099",2,1,0.7963,0.4938,469.045,453.431,451.275,403.996,427.563,427.349,400.138,455.437,422.507,444.323,435.5064
"12100",1,3,-0.541,-0.756,358.067,371.875,334.654,363.589,385.854,363.077,405.415,342.681,331.146,354.257,361.0615
"12102",3,2,-0.2291,-0.756,448.436,481.196,443.013,426.228,451.761,501.625,464.002,443.165,486.832,463.166,460.9424
"12103",2,3,-0.7172,-0.756,345.118,319.413,336.326,340.709,321.305,333.358,296.75,391.069,355.285,382.834,342.2167
"12104",2,3,0.6889,-0.756,330.224,380.434,278.408,347.131,353.809,325.598,321.881,347.961,312.444,314.182,331.2072
"12105",2,2,-0.6641,-0.756,353.168,373.766,385.564,354.726,300.334,352.034,373.238,386.511,341.646,357.23,357.8217
"12107",2,2,-0.5321,-0.756,395.746,367.961,340.998,363.675,392.417,362.693,397.113,374.753,386.801,360.792,374.2949
"12108",2,1,-0.372,0.4417,476.389,486.052,511.921,489.099,448.545,496.974,447.651,498.586,505.606,440.037,480.086
"12109",3,2,-0.2895,-0.756,528.689,530.999,617.119,547.931,545.009,580.392,546.226,530.202,535.074,566.524,552.8165
"12110",2,2,-0.458,1.1246,418.783,427.318,410.5,389.534,434.238,446.2,368.251,434.902,469.872,393.3,419.2898
"12112",3,3,0.8097,-0.756,323.11,305.396,308.839,310.576,331.853,341.915,306.04,342.616,316.861,302.475,318.9681
"12113",1,2,0.5738,-0.756,294.344,234.565,279.556,270.122,276.606,237.006,270.937,279.984,244.146,228.838,261.6104
"12115",2,3,0.1153,-0.756,332.293,338.506,299.158,278.627,317.19,320.497,350.392,340.531,334.513,304.172,321.5879
"12117",2,3,0.3459,-0.756,297.31,292.27,323.425,322.207,321.063,317.951,300.492,291.821,298.218,306.3,307.1057
"12120",2,4,0.4235,1.1246,343.028,334.504,356.192,372.397,378.772,352.329,308.576,410.149,370.098,366.803,359.2848
"12121",2,3,-0.2994,-0.756,311.953,333.654,341.944,281.907,245.26,272.89,336.404,352.639,320.183,329.699,312.6533
"12122",2,3,-1.2628,-0.756,314.861,305.269,302.254,307.563,298.14,311.225,325.594,302.799,310.701,283.743,306.2149
"12123",2,4,0.2412,0.6942,354.075,325.534,343.27,350.292,366.383,365.492,354.807,361.923,353.603,351.321,352.67
"12124",2,2,-0.3179,-0.756,498.098,430.355,449.582,437.567,459.298,514.305,430.934,434.967,440.945,461.151,455.7202
"12126",3,1,1.3775,1.1246,394.01,410.484,388.258,392.659,414.283,395.012,407.361,411.708,414.856,401.286,402.9917
"12127",2,2,-0.0668,1.1246,366.471,302.87,375.659,356.366,374.633,375.302,318.605,337.546,352.621,340.85,350.0923
"12128",3,3,-0.7475,-0.756,273.964,283.688,302.073,309.977,366.256,340.576,328.592,335.218,293.147,294.516,312.8007
"12129",2,3,-1.4944,-0.756,390.2,354.076,359.191,304.849,291.798,342.942,306.79,337.801,340.807,339.473,336.7927
"12130",2,2,-0.4804,-0.756,281.175,274.863,323.407,318.173,316.768,314.494,330.358,305.288,322.691,291.866,307.9083
"12132",2,3,-0.6665,-0.756,225.675,332.913,310.209,276.275,268.165,319.508,281.875,250.494,276.108,276.727,281.7949
"12134",3,3,-0.5739,-0.756,372.315,371.091,381.753,350.978,328.065,393.965,352.708,324.953,372.431,339.992,358.8251
"12135",2,3,-0.0362,-0.756,382.756,388.524,384.753,354.912,408.148,363.669,394.769,426.31,394.711,418.992,391.7544
"12136",4,2,-0.7674,-0.756,388.313,354.782,323.427,382.23,364.519,344.621,350.495,326.357,334.673,399.868,356.9285
"12137",3,2,0.0524,-0.756,374.851,387.816,359.073,405.199,357.623,379.142,369.32,438.184,379.613,344.43,379.5251
"12139",2,4,-0.5423,-0.756,348.994,317.139,349.74,293.181,354.381,332.46,344.29,334.972,345.26,339.281,335.9698
"12140",2,3,-0.6149,1.1246,415.653,414.89,436.226,419.112,388.502,393.331,407.574,409.503,414.574,407.969,410.7334
"12141",2,3,-0.5241,-0.756,352.091,285.831,312.041,372.773,370.607,352.46,289.113,352.013,384.189,356.3,342.7418
"12142",1,1,0.2575,0.4417,486.949,473.269,413.047,419.699,430.395,439.559,450.978,407.998,450.686,477.038,444.9618
"12146",3,3,0.497,1.1246,428.495,354.609,404.599,380.128,410.831,372.549,359.101,403.129,349.971,366.237,382.9649
"12147",2,2,0.1805,-0.756,346.452,304.703,327.472,307.848,315.507,339.325,327.683,346.916,338.353,337.062,329.1321
"12148",2,4,-2.1224,0.1413,464.847,364.139,408.098,370.309,404.254,393.135,352.508,369.469,442.933,376.41,394.6102
"12149",2,3,-0.2604,-0.039,380.626,406.738,405.958,402.864,426.438,438.907,409.661,357.94,407.164,411.143,404.7439
"12150",2,3,0.0664,-0.756,387.284,423.2,399.637,427.414,396.663,413.782,412.192,438.075,354.071,450.125,410.2443
"12152",4,4,0.3025,-1.2684,370.498,402.556,398.711,375.073,403.641,413.558,420.893,370.132,398.397,393.269,394.6728
"12154",2,3,-0.3425,-0.756,430.646,449.342,431.539,383.699,462.287,424.765,406.745,457.995,397.509,404.697,424.9224
"12155",2,1,0.5856,-0.756,352.3,390.617,325.289,358.861,338.951,348.621,341.729,392.76,386.542,325.256,356.0926
"12158",3,3,-0.1513,-0.756,327.269,318.571,306.156,341.934,376.727,358.17,294,313.154,317.733,360.625,331.4339
"12160",2,3,-0.3959,-0.756,398.577,406.085,412.468,349.359,381.979,381.836,372.026,436.269,350.039,373.528,386.2166
"12162",3,4,-0.4748,0.6942,402.118,345.544,380.976,371.784,365.609,397.385,361.695,351.431,360.619,398.422,373.5583
"12164",2,1,1.5352,1.1246,372.408,411.711,391.628,384.253,346.711,378.46,365.946,406.293,347.571,394.972,379.9953
"12165",2,2,-0.6273,-1.1042,342.795,336.392,420.571,351.508,287.171,447.383,323.222,312.054,351.643,331.454,350.4193
"12166",2,2,0.0569,1.1246,428.152,432.796,461.49,476.932,449.351,458.474,480.267,448.132,430.281,438.992,450.4867
"12167",2,3,-0.574,-0.756,310.221,326.908,302.312,276.942,356.906,330.01,320.123,298.328,321.588,334.458,317.7796
"12168",1,3,-1.7628,-1.306,439.209,412.022,456.742,467.179,430.269,444.424,390.5,438.605,404.014,460.259,434.3223
"12170",4,2,-0.55,-0.756,403.652,391.498,350.32,376.903,366.392,411.935,360.335,391.095,346.787,365.447,376.4364
"12171",2,3,0.1786,1.1246,314.196,321.655,311.936,310.796,336.209,342.562,302.976,302.958,323.253,361.736,322.8277
"12172",2,2,-0.0993,-0.756,369.406,417.282,378.748,358.485,363.301,406.104,390.736,384.801,328.242,344.665,374.177
"12173",2,2,-0.3546,-0.756,409.807,408.852,407.631,401.496,437.904,391.93,355.414,422.179,378.128,381.529,399.487
"12174",4,3,1.6123,-2.7886,362.274,397.633,390.213,372.239,380.169,403.431,370.763,402.546,386.926,414.08,388.0274
"12175",2,3,-0.5692,-0.756,498.327,464.378,499.455,494.026,493.601,473.946,465.534,497.248,458.098,480.595,482.5208
"12176",2,3,0.2926,1.1246,320.371,280.293,306.297,336.732,316.597,348.122,339.81,319.602,349.222,267.067,318.4113
"12178",2,4,0.7364,-0.756,318.649,384.557,347.047,358.315,374.245,388.255,378.037,393.227,351.218,365.615,365.9165
"12179",2,4,-0.8811,-0.0918,316.615,320.205,325.887,343.533,365.991,309.601,348.378,384.892,350.731,349.212,341.5045
"12181",2,3,0.7316,1.1246,348.688,314.745,318.379,297.602,342.752,292.426,294.708,293.939,340.583,332.111,317.5933
"12183",2,2,0.1447,-0.756,452.2,400.844,449.72,436.43,418.036,432.422,480.504,453.918,469.741,441.957,443.5772
"12184",2,3,0.4362,-0.756,570.359,583.359,549.543,534.608,533.417,530.085,559.608,583.353,516.854,558.834,552.002
"12186",2,2,0.3115,-0.756,356.556,388.193,392.19,382.068,379.341,402.958,374.489,384.409,381.517,390.691,383.2412
"12188",2,3,-0.5241,-0.756,319.714,349.871,333.367,365.633,294.075,296.473,317.624,306.919,295.712,320.391,319.9779
"12189",3,3,-0.2384,-0.756,346.551,323.318,345.249,364.489,401.379,409.235,388.848,368.626,407.009,347.754,370.2458
"12190",3,3,0.028,-0.756,384.75,401.169,341.472,377.948,376.111,387.335,382.447,366.838,386.323,387.45,379.1843
"12192",2,2,-0.1488,-0.756,513.034,435.732,437.495,497.635,453.856,431.179,434.05,440.658,451.142,454.104,454.8885
"12193",2,3,-0.5316,-0.756,249.005,266.912,301.082,231.001,297.37,306.102,287.315,277.273,250.107,273.064,273.9231
"12195",1,2,0.1426,-0.756,478.667,478.506,478.153,559.31,516.183,509.776,488.795,478.297,546.103,476.995,501.0785
"12197",2,2,-0.6107,1.1246,376.975,373.35,424.649,378.58,387.789,368.746,406.744,326.307,410.697,394.325,384.8162
"12198",2,3,-0.0484,-0.756,340.433,338.564,337.87,342.113,344.042,332.939,362.789,323.456,313.261,387.027,342.2494
"12201",1,1,0.447,-1.2154,506.568,477.984,481.763,473.459,532.703,486.874,461.664,517.746,464.508,488.095,489.1364
"12202",4,4,1.793,1.1246,329.127,363.409,333.179,376.458,351.818,364.438,365.839,338.87,378.694,342.975,354.4807
"12203",2,3,-0.7535,-1.1042,340.652,300.502,322.2,338.899,341.648,365.646,314.485,317.667,278.542,318.635,323.8876
"12205",2,3,-0.3597,-0.756,351.103,344.737,416.238,410.053,359.333,374.728,399.439,353.345,417.686,369.066,379.5728
"12207",3,3,0.0015,-0.756,352.611,372.071,344.869,402.909,366.604,363.79,409.362,362.21,397.624,391.473,376.3523
"12209",3,3,0.4083,-1.1042,361.427,324.314,326.284,345.46,373.83,368.717,320.228,301.938,358.222,332.025,341.2445
"12210",3,2,0.0393,-0.756,367.991,369.096,392.084,362.759,321.442,344.717,334.062,364.057,378.332,411.077,364.5617
"12212",2,3,0.2692,1.1246,484.202,497.492,471.527,478.543,487.406,441.922,485.49,455.089,501.399,491.724,479.4794
"12213",2,2,-0.5075,-0.039,496.509,510.858,446.511,491.377,514.878,458.876,489.517,472.06,442.504,520.204,484.3294
"12214",3,3,0.0811,-0.756,320.734,334.075,360.085,318.68,351.299,325.227,360.666,364.029,328.598,360.846,342.4239
"12216",2,2,-0.6132,1.1246,352.249,400.776,380.405,401.251,371.316,392.487,360.51,371.506,390.989,354.051,377.554
"12217",2,3,-0.0522,0.6942,375.723,378.349,369.812,364.221,380.659,365.713,350.398,358.935,353.366,358.073,365.5249
"12218",2,2,0.1558,-0.756,360.874,344.165,358.463,391.021,375.898,386.269,391.754,371.674,341.701,368.697,369.0516
"12219",3,3,-0.654,1.1246,352.979,350.129,336.757,373.913,343.099,313.491,358.984,293.785,340.992,325.7,338.9829
"12220",1,1,0.5191,0.1368,368.862,365.451,385.269,404.126,357.306,403.381,381.177,341.273,444.137,409.714,386.0696
"12221",1,3,-0.8753,-1.8854,378.215,356.147,357.798,356.523,387.786,352.811,328.05,367.058,343.601,338.305,356.6294
"12222",2,2,0.068,-0.756,430.071,399.244,437.187,430.398,403.285,448.283,450.746,441.74,459.226,429.891,433.0071
"12224",2,4,-0.749,-0.756,349.213,326.222,353.709,352.445,374.907,343.258,338.663,352.275,318.896,376.298,348.5886
"12226",3,3,0.0727,-1.1042,319.779,373.807,345.324,344.226,362.691,337.138,347.926,376.834,327.942,366.806,350.2473
"12227",3,3,-0.6698,1.1246,337.929,345.649,350.527,316.024,282.561,285.471,346.144,306.407,312.955,316.953,320.062
"12228",1,1,-0.3147,1.1246,393.866,369.06,373.468,433.956,409.173,350.592,451.744,433.964,356.25,406.274,397.8347
"12229",1,3,0.5546,-0.039,364.261,401.507,393.912,384.376,397.77,376.577,399.892,395.965,407.884,373.59,389.5734
"12230",2,2,-0.379,-0.0918,402.561,378.218,348.301,367.439,387.581,386.196,350.654,414.197,412.496,410.306,385.7949
"12231",2,2,-0.2863,-0.756,403.589,369.291,401.929,424.501,357.527,450.133,405.705,434.754,425.105,405.002,407.7536
"12232",2,2,-0.261,-1.1042,292.917,283.55,311.377,324.151,312.18,275.63,303.875,287.397,294,267.236,295.2313
"12233",2,3,-0.1674,-0.756,387.802,376.506,342.651,325.255,349.448,363.777,361.289,378.702,334.488,398.523,361.8441
"12234",2,4,-2.8087,-1.15,301.885,335.171,260.923,316.455,295.64,298.467,343.478,342.84,336.128,328.728,315.9715
"12235",2,3,-1.4775,1.1246,319.353,301.452,329.676,331.678,321.75,335.868,314.505,283.8,287.182,312.899,313.8163
"12236",3,2,1.038,-0.756,378.42,436.867,363.887,407.471,426.177,386.896,410,408.161,388.718,411.485,401.8082
"12239",2,2,0.198,-0.756,429.109,400.327,427.07,386.436,413.315,417.47,449.436,398.676,436.294,443.203,420.1336
"12240",2,2,-0.5104,-0.039,419.759,427.867,437.806,444.703,426.438,448.96,427.503,419.608,411.271,442.81,430.6725
"12241",2,3,-0.6772,-0.756,358.127,371.086,337.042,388.361,376.467,322.965,368.918,361.85,385.119,362.806,363.2741
"12243",2,2,0.2094,-0.756,378.874,406.19,396.148,377.647,348.282,415.084,410.554,361.42,415.709,409.889,391.9797
"12244",2,3,0.3621,-1.1042,306.301,350.984,308.251,334.158,352.011,297.938,304.709,286.875,307.228,305.513,315.3968
"12245",3,3,0.0559,0.6942,305.069,344.307,382.544,373.26,328.484,381.495,369.595,352.994,355.3,375.712,356.876
"12247",2,2,-0.7706,-1.1042,458.502,432.375,406.958,390.264,401.04,391.175,455.048,422.222,376.442,396.891,413.0917
"12248",1,3,-2.2393,0.2802,375.066,366.625,398.359,375.929,394.206,379.578,359.031,413.526,390.461,391.305,384.4086
"12249",2,3,-0.0241,-0.756,284.487,305.273,299.513,344.711,321.649,297.814,369.81,315.694,334.031,258.164,313.1146
"12251",1,2,-0.7836,-0.756,462.429,471.876,451.346,475.511,453.485,512.455,473.275,461.908,464.851,454.125,468.1261
"12253",2,3,-0.7621,1.1246,304.52,325.22,320.939,351.653,376.419,373.162,355.509,375.572,341.07,362.492,348.6556
