"","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"12663",2,-0.6692,1.1246,485.601,479.199,431.511,415.924,444.925,421.101,446.189,461.184,425.511,442.63,445.3775
"12664",3,-0.0728,-0.756,318.522,322.096,337.965,323.17,354.831,325.903,342.971,344.884,350.562,338.478,335.9382
"12665",3,0.7296,1.1246,381.872,354.696,384.124,343.506,388.427,325.607,370.014,304.039,363.754,361.847,357.7886
"12666",4,-0.1754,0.6942,347.036,344.181,349.33,406.071,361.033,350.296,351.832,345.701,362.823,335.267,355.357
"12667",1,0.1253,-0.756,500.701,494.557,530.782,505.646,492.362,537.363,554.499,542.082,517.774,514.319,519.0085
"12668",3,-0.5863,-0.756,276.698,300.256,330.118,281.874,263.077,253.529,281.242,264.691,279.775,282.21,281.347
"12669",3,-0.0188,0.4417,354.87,300.679,311.835,366.439,340.583,333.991,343.498,339.146,294.372,335.884,332.1297
"12670",2,0.2349,-0.756,316.413,309.16,294.889,322.268,339.798,316.07,354.949,298.968,327.75,299.595,317.986
"12671",3,0.4165,-1.1042,341.593,342.958,359.337,387.116,356.292,379.001,298.537,379.632,352.607,333.002,353.0075
"12672",2,-0.4565,1.1246,404.261,419.996,403.507,425.237,441.514,392.006,465.526,432.587,416.631,450.599,425.1864
"12673",3,0.136,-0.756,372.44,372.256,376.632,347.956,379.593,378.655,392.074,393.446,375.526,374.48,376.3058
"12674",2,-0.3536,1.1246,412.354,403.532,415.198,433.372,393.759,429.186,419.99,431.431,418.063,417.68,417.4565
"12675",3,0.3557,-0.756,349.639,342.237,361.675,352.812,360.366,364.9,350.621,335.079,360.31,334.477,351.2116
"12676",3,-0.1849,1.1246,355.567,388.34,368.707,346.658,326.488,340.95,357.761,335.825,321.825,361.724,350.3845
"12677",2,-0.7333,-0.756,427.041,464.098,417.716,446.262,435.016,418.56,445.004,435.614,428.463,460.914,437.8688
"12678",3,-0.2423,-1.7615,331.776,341.064,360.467,321.912,329.064,299.438,297.898,302.305,290.573,308.378,318.2875
"12680",3,0.1583,-0.756,327.55,379.759,300.779,334.195,366.876,363.433,381.97,337.423,258.439,362.938,341.3362
"12681",4,-0.6304,-0.756,420.897,412.327,422.659,396.285,419.052,417.932,445.414,421.597,449.623,424.09,422.9876
"12682",2,-0.5192,-0.756,332.811,342.581,350.793,390.184,340.319,357.138,345.147,372.737,319.205,359.562,351.0477
"12683",2,-0.1674,-0.756,479.588,436.291,454.143,455.223,488.201,508.46,436.931,467.21,454.568,419.992,460.0607
"12684",2,-0.2314,0.4417,304.086,318.759,337.865,316.186,317.583,350.566,288.925,321.511,343.584,315.465,321.453
"12685",3,0.1351,-0.756,342.899,316.26,310.947,326.329,362.1,322.668,262.929,328.382,330.457,359.855,326.2826
"12686",3,-0.3607,-1.2589,317.225,289.753,245.04,260.548,288.44,297.907,233.075,297.205,284.338,274.738,278.8269
"12687",4,1.2231,1.1246,456.809,445.501,469.077,450.536,449.338,432.911,426.775,429.263,445.005,440.976,444.6191
"12688",2,-0.4476,-0.756,427.237,462.415,494.114,437.774,472.217,485.303,487.21,459.255,486.331,488.978,470.0834
"12690",3,-0.3004,0.4417,513.268,550.437,536.96,548.142,513.611,485.447,504.386,553.016,510.871,525.747,524.1885
"12691",3,2.9711,0.1798,374.558,354.445,354.419,405.738,346.533,385.222,384.935,385.642,394.515,365.455,375.1462
"12692",3,-0.3238,-1.15,384.187,402.399,377.894,372.161,364.888,358.669,403.34,384.22,411.129,352.274,381.1161
"12693",3,-0.088,-1.3019,318.446,323.975,348.581,330.686,318.101,344.511,319.031,316.779,271.658,323.297,321.5065
"12694",3,0.7401,-0.756,378.005,366.671,347.299,363.308,347.683,333.064,333.176,365.263,346.147,307.968,348.8584
"12696",3,-0.0536,-0.756,330.083,386.762,393.873,364.108,386.556,375.9,377.558,349.353,391.894,368.924,372.5011
"12698",2,-0.7295,-0.756,349.185,428.514,344.626,371.28,342.476,354.197,360.392,360.648,392.499,365.493,366.931
"12699",3,-0.6286,-0.756,411.39,429.325,446.693,400.501,404.091,408.154,437.981,400.641,409.233,409.192,415.7201
"12700",3,-0.554,-0.756,345.378,346.675,350.294,333.324,347.322,354.731,319.3,386.112,356.671,332.44,347.2247
"12701",3,-0.458,-0.3481,414.412,384.465,366.217,407.132,382.438,429.225,398.555,432.218,441.122,380.703,403.6487
"12702",3,-0.6515,-0.756,341.316,318.968,409.343,350.771,336.636,366.349,333.305,357.019,329.232,332.744,347.5683
"12703",4,0.0804,-0.756,289.583,323.857,292.16,296.008,314.532,287.839,295.27,317.859,310.561,297.447,302.5116
"12704",3,0.5866,-0.039,443.327,394.024,431.681,443.604,414.004,415.524,452.129,448.196,420.568,493.636,435.6693
"12705",2,-0.188,-1.3019,366.899,368.726,372.173,369.609,350.999,356.582,384.235,383.795,373.122,374.715,370.0855
"12706",3,-0.8524,-1.15,325.061,337.388,331.209,333.315,316.663,320.503,263.032,303.7,364.539,313.963,320.9373
"12707",2,0.476,-0.756,462.893,445.97,443.502,442.721,460.186,470.681,478.764,440.408,482.243,438.535,456.5903
"12708",2,0.02,1.1246,356.594,350.123,312.231,340.842,358.517,361.555,334.86,367.563,337.069,327.314,344.6668
"12710",2,0.7523,0.6942,448.203,475.324,396.479,412.728,418.076,424.886,407.539,403.458,455.442,395.178,423.7313
"12711",2,0.1426,0.6942,340.67,339.281,370.695,354.415,376.976,389.561,379.137,355.971,398.183,361.117,366.6006
"12712",3,0.0426,-0.756,364.461,356.845,384.048,374.74,357.566,385.173,373.783,337.933,373.482,381.643,368.9674
"12713",2,0.8,1.1246,377.683,387.584,381.794,425.778,410.748,413.577,397.173,404.649,383.381,409.573,399.194
"12714",3,-1.0799,0.2117,288.299,366.098,368.939,326.386,328.615,330.239,340.14,337.653,331.751,367.641,338.5761
"12715",3,-0.7172,1.1246,388.504,332.259,331.57,291.78,294.288,284.735,317.8,333.48,371.378,300.583,324.6377
"12716",4,-1.1193,0.4417,312.657,374.922,379.359,319.124,322.646,310.818,354.991,354.296,339.707,366.841,343.5361
"12717",3,-0.2333,-0.756,485.452,412.889,442.073,452.795,472.923,448.951,444.457,445.474,455.782,464.524,452.532
"12718",3,0.6208,-0.756,369.177,385.32,334.753,319.239,333.123,364.316,365.77,331.702,333.006,362.421,349.8827
"12719",3,0.7431,-0.039,336.836,377.131,342.333,385.93,361.029,357.482,324.949,340.618,313.318,359.49,349.9116
"12720",3,-1.8363,-0.756,433.39,375.432,405.756,425.714,362.488,447.629,397.434,371.989,398.067,406.55,402.4449
"12721",2,-0.4804,-0.756,427.507,442.137,405.369,409.545,413.309,392.605,403.088,403.982,376.405,418.741,409.2688
"12722",1,0.5354,-0.0918,399.044,357.957,407.899,379.609,394.834,379.426,365.628,330.752,381.014,342.226,373.8389
"12723",3,0.3513,-0.756,418.811,488.182,476.248,519.154,474.092,466.537,489.644,463.962,468.419,471.113,473.6162
"12724",1,0.6744,1.1246,354.014,399.048,334.971,361.105,387.761,343.65,364.382,356.166,316.111,341.442,355.865
"12725",3,-0.0226,0.0877,444.747,407.318,419.205,365.194,416.235,406.399,377.811,423.914,402.795,420.337,408.3955
"12726",4,0.7585,-0.756,338.539,346.822,339.963,309.223,394.648,315.339,388.471,345.395,353.916,389.451,352.1767
"12727",3,7e-04,-1.1042,346.516,333.277,347.639,335.903,304.66,329.838,329.807,338.243,300.826,367.084,333.3793
"12728",3,-0.4266,-0.756,410.924,424.125,426.653,393.947,413.031,420.846,408.382,394.187,429.023,441.142,416.226
"12729",3,0.1576,0.4417,323.998,287.857,315.366,294.989,288.427,308.683,284.785,343.193,317.029,305.603,306.993
"12730",1,-0.8075,-0.756,359.873,383.196,374.825,341.877,330.363,408.979,361.456,363.41,325.175,384.415,363.3569
"12731",3,2.1029,1.1246,420.83,452.087,414.217,431.833,414.718,417.698,391.189,388.529,426.497,408.644,416.6242
"12732",3,-0.7372,0.6342,396.103,388.749,382.376,355.615,390.269,398.044,426.479,428.787,378.194,401.282,394.5898
"12733",1,0.1325,-1.2589,342.326,291.386,317.641,361.319,323.884,327.187,316.882,320.385,326.185,331.536,325.8731
"12734",4,-0.2567,1.1246,356.169,428.878,399.675,409.134,442.055,358.25,444.782,387.426,378.231,388.055,399.2655
"12736",1,-0.4418,-0.756,289.104,318.336,295.766,321.729,271.987,327.366,289.244,305.662,310.279,308.666,303.8139
"12737",2,-0.2673,-0.756,445.805,478.971,467.849,502.143,511.335,455.976,494.633,424.799,455.277,447.877,468.4665
"12738",3,0.7997,-0.756,392.915,370.52,319.236,380.324,358.308,412.55,392.054,397.023,358.442,388.603,376.9975
"12739",3,0.6883,-0.756,384.555,351.318,345.223,353.206,384.201,407.664,356.823,348.604,378.381,313.227,362.3202
"12740",3,0.616,-1.6365,344.71,397.878,305.525,305.594,323.288,330.186,340.582,338.161,343.157,312.161,334.1242
"12741",4,0.2581,1.1246,379.794,409.789,372.066,364.091,376.232,400.944,411.953,356.629,389.589,359.282,382.0369
"12742",2,0.0443,1.1246,378.887,338.482,373.39,398.042,364.606,345.543,386.632,388.48,380.054,375.06,372.9176
"12743",3,-0.032,1.1246,366.132,369.307,346.713,351.79,357.797,347.735,314.364,357.063,350.143,361.471,352.2515
"12745",2,-0.5623,-0.756,371.216,332.568,402.401,333.728,393.258,342.657,349.473,328.227,367.216,333.851,355.4595
"12746",3,0.8091,-0.756,332.531,392.518,343.086,370.489,375.251,327.076,395.368,362.925,393.878,368.112,366.1234
"12747",3,0.7821,-0.756,350.799,358.666,395.145,361.476,343.683,348.274,334.327,328.739,342.712,357.148,352.0969
"12748",3,-0.7475,1.1246,262.696,321.286,312.389,338.777,307.376,351.822,319.33,341.054,315.582,332.256,320.2568
"12749",2,-0.1162,-0.039,426.79,404.856,437.122,409.325,420.334,417.309,414.243,412.986,433.773,427.414,420.4152
"12751",2,-0.431,-0.756,353.949,342.308,283.133,305.236,311.758,331.295,318.167,356.991,379.918,337.512,332.0267
"12752",2,0.1716,-1.7615,427.953,413.7,427.711,451.033,439.832,433.284,432.09,437.706,449.123,427.042,433.9474
"12753",3,-0.3344,0.4417,426.233,452.262,422.884,423.056,497.69,439.136,426.921,459.16,434.102,443.779,442.5223
"12755",1,-0.446,-1.6365,471.529,444.691,496.558,404.934,446.568,484.695,503.114,488.153,457.906,481.205,467.9353
"12756",3,0.3467,0.6942,353.659,372.843,369.74,349.81,376.096,339.778,353.281,402.738,356.004,379.348,365.3297
"12757",3,0.8786,0.6942,369.43,436.342,400.489,421.504,425.784,466.879,414.072,403.446,408.166,404.203,415.0315
"12758",2,-0.4583,0.2852,592.788,560.027,561.284,548.139,560.229,584.336,546.139,560.6,605.046,609.238,572.7826
"12759",2,-0.3215,0.6942,443.712,441.212,479.358,474.796,479.164,455.025,441.765,505.197,461.472,461.482,464.3183
"12760",3,-0.6122,-0.756,304.859,315.711,299.144,295.318,290.8,297.827,286.779,302.525,310.588,287.564,299.1115
"12761",3,-0.0414,0.4014,311.468,355.51,316.68,301.385,335.79,280.291,304.029,316.54,289.771,307.92,311.9384
"12762",2,-1.6005,-1.1042,489.11,458.431,447.818,444.841,451.885,442.528,434.038,429.087,415.54,414.606,442.7884
"12763",3,-0.4443,-0.756,345.872,294.968,321.677,373.201,340.298,296.134,333.643,330.105,316.705,316.064,326.8667
"12764",2,0.4072,-0.756,384.503,392.835,355.29,379.772,354.044,377.44,330.936,356.742,361.373,368.737,366.1672
"12766",3,-0.2364,-0.756,382.438,389.161,401.082,388.548,386.975,404.922,443.984,374.338,380.705,378.963,393.1116
"12767",3,-0.0766,-0.756,517.019,513.716,490.717,529.21,450.52,514.896,518.174,481.616,467.997,531.488,501.5353
"12768",2,0.1022,-0.756,348.3,274.065,324.611,349.103,352.864,342.906,347.74,310.141,348.231,320.74,331.8701
"12769",4,-0.5519,-0.756,302.96,354.668,358.243,353.165,409.472,342.811,435.704,364.857,353.968,360.061,363.5909
"12770",3,0.2139,-0.756,449.653,439.082,441.982,455.691,432.938,431.087,465.339,437.689,453.995,479.305,448.6761
"12772",2,0.3919,-0.756,408.22,388.053,382.158,405.85,367.617,353.243,381.801,395.549,361.446,363.77,380.7707
"12773",3,0.048,0.4836,338.489,316.819,327.575,348.04,355.869,391.84,312.447,304.807,337.194,360.667,339.3747
"12774",3,0.2594,-0.756,370.205,404.656,418.348,404.232,422.424,378.497,410.407,415.315,360.352,408.868,399.3304
"12775",3,0.802,-1.1042,373.934,370.106,337.507,396.22,343.471,361.449,365.259,361.571,363.335,315.959,358.8811
"12776",2,-0.374,-0.756,451.781,469.644,436.026,450.176,474.323,421.583,442.665,447.835,386.902,437.059,441.7994
"12777",2,-0.7592,-0.756,428.901,461.235,471.562,452.505,440.542,451.432,456.271,454.779,381.73,472.926,447.1883
"12778",4,-0.2353,1.1246,307.807,330.853,310.202,351.239,370.703,327.671,346.616,306.085,310.906,304.606,326.6688
"12779",2,-0.2879,-0.756,326.355,329.637,283.327,336.553,304.957,328.156,286.033,314.438,337.61,268.445,311.5511
"12780",3,-0.7674,-0.756,536.967,504.539,473.143,513.315,489.209,499.321,512.787,520.687,520.858,504.741,507.5567
"12781",1,-0.6355,0.4417,568.77,580.498,537.919,548.667,545.689,528.222,586.612,543.548,580.084,566.554,558.6563
"12782",2,-0.6419,-0.756,448.773,364.463,396.534,392.277,372.118,385.302,398.334,393.311,367.778,386.773,390.5663
"12783",3,0.4018,-0.756,397.616,343.564,408.774,346.138,383.344,355.587,346.711,368.113,358.788,403.811,371.2446
"12784",3,0.1213,0.4836,295.799,313.828,338.34,345.229,331.568,318.728,338.751,277.967,351.802,367.592,327.9604
"12785",4,1.1092,0.3221,351.993,262.297,274.577,323.505,280.019,316.887,361.815,362.784,276.647,321.132,313.1656
"12786",3,0.9544,1.1246,313.025,325.555,367.587,323.477,359.43,374.855,371.21,342.443,371.47,356.228,350.528
"12787",3,0.2301,-0.756,407.639,399.483,373.225,439.316,401.633,429.268,436.025,421.095,443.674,462.281,421.3639
"12788",3,-0.5598,1.1246,316.07,343.66,348.985,323.112,353.688,347.104,321.57,341.185,328.469,340.202,336.4045
"12789",3,0.0132,0.1413,439.124,430.76,462.609,439.195,423.286,420.884,421.149,422.374,425.341,458.807,434.3529
"12790",3,0.347,-1.1042,442.882,429.232,438.616,455.354,474.866,432.457,467.16,435.397,442.451,466.908,448.5323
"12791",2,-0.5264,0.4417,556.351,561.46,562.363,594.07,522.618,555.958,590.806,553.707,552.983,575.874,562.619
"12792",3,0.6224,0.2802,345.384,390.218,381.695,263.466,400.67,331.401,350.693,358.157,330.774,343.745,349.6203
"12794",2,-1.0682,-0.756,336.943,357.909,347.265,327.665,329.929,346.965,404.461,354.502,409.202,326.308,354.1149
"12795",3,-1.7024,-0.756,418.599,418.376,440.067,401.212,400.103,415.039,405.83,393.285,384.152,391.243,406.7906
"12796",3,0.398,0.1886,341.35,399.901,379.773,352.616,375.714,332.382,358.105,365.177,374.212,364.626,364.3856
"12797",3,0.0431,0.2852,349.072,304.427,380.216,335.039,316.443,283.63,338.442,310.925,303.735,362.05,328.3979
"12798",3,-0.5533,-0.756,383.618,437.273,413.407,426.758,436.062,461.065,410.784,423.473,427.691,437.067,425.7198
"12799",2,0.2075,-0.756,417.119,414.598,388.537,365.651,405.445,418.175,423.732,415.118,390.8,422.838,406.2013
"12800",3,-0.1157,-0.756,419.975,443.552,452.334,439.822,443.037,454.464,393.129,456.946,405.207,431.455,433.9921
"12801",2,-1.1927,-1.15,346.622,380.756,298.667,392.528,363.071,397.544,342.184,306.54,353.499,369.451,355.0862
"12802",3,0.4021,1.1246,387.677,328.363,296.807,364.614,283.106,350.644,402.452,362.129,335.885,373.619,348.5296
"12803",4,-0.2502,-1.4966,425.558,438.732,380.545,395.483,427.202,368.051,388.031,426.615,389.744,393.577,403.3538
"12804",4,-2.9711,0.4417,328.346,299.399,339.373,248.113,276.86,303.867,284.584,333.297,293.389,272.687,297.9915
"12805",4,-2.8404,-0.756,311.589,251.916,311.855,277.254,290.726,295.164,295.399,316.351,325.121,295.448,297.0823
"12807",3,-0.2038,-0.756,432.763,448.866,441.898,445.767,509.453,441.369,455.335,470.144,484.686,456.071,458.6352
"12808",2,0.1425,0.2117,331.411,360.872,314.685,343.832,327.997,372.829,320.183,333.238,352.708,308.717,336.6472
"12809",2,-0.353,1.1246,340.768,311.219,309.874,344.393,355.243,362.649,348.213,361.874,340.723,305.524,338.048
"12810",2,-0.4341,-1.3894,376.486,357.898,399.263,331.037,324.158,355.673,381.444,371.291,414.215,362.385,367.385
"12811",3,-0.0731,-1.2684,351.379,321.836,308.696,323.283,360.08,355.371,302.895,299.36,303.188,346.72,327.2808
"12812",2,-0.9406,-0.756,355.539,361.037,334.654,366.207,376.686,388.655,396.984,348.856,344.304,339.064,361.1986
"12813",3,0.2612,-0.756,360.999,335.823,400.838,380.209,371.592,400.61,327.057,344.979,350.81,372.455,364.5372
"12814",3,-0.3536,-0.756,331.432,308.931,351.395,343.791,354.73,323.799,346.949,288.45,307.054,338.366,329.4897
"12815",2,-0.431,-1.1042,423.472,406.1,388.901,393.224,391.271,413.235,438.95,370.624,424.603,445.431,409.5811
"12816",2,-0.0819,1.1246,497.584,462.789,482.571,450.7,466.1,506.354,474.215,487.16,499.414,480.706,480.7593
"12817",2,-0.0646,0.2485,548.285,552.459,549.394,541.421,549.7,563.078,515.506,537.588,553.814,536.361,544.7606
"12819",4,0.5701,1.1246,419.594,365.898,424.798,392.382,416.621,452.022,379.834,353.682,371.67,398.454,397.4955
"12820",2,-0.7644,-0.756,514.999,516.694,503.401,500.641,567.745,515.113,520.588,503.353,509.21,489.997,514.1741
"12821",2,-0.2342,-0.756,368.768,364.166,334.267,380.817,371.962,406.241,339.62,344.162,347.541,377.484,363.5028
"12822",3,-0.3197,-0.7975,321.57,329.336,349.917,318.034,354.942,325.437,304.782,324.399,350.714,343.948,332.3079
"12823",3,-0.3746,-0.756,349.405,369.325,393.7,389.207,356.822,368.994,370.686,379.496,398.795,381.114,375.7544
"12824",3,-0.3994,-0.756,436.609,488.809,457.611,459.017,485.461,471.325,445.16,484.155,448.695,439.642,461.6484
"12825",2,-0.7241,-1.1042,379.842,371.848,376.152,325.782,353.315,394.835,390.968,347.346,378.708,400.688,371.9484
"12826",1,0.5841,-0.756,563.184,518.396,536.014,531.943,500.364,539.497,509.2,518.438,549.132,481.566,524.7734
"12827",2,-1.351,1.1246,462.71,424.07,432.732,434.71,439.243,414.726,481.655,459.995,445.226,469.598,446.4665
"12828",3,0.9003,1.1246,286.167,272.213,272.31,282.796,334.01,297.745,303.859,279.401,268.708,235.608,283.2817
"12829",2,0.4618,-0.756,459.558,447.486,467.148,469.366,447.483,496.865,444.273,481.586,468.974,468.16,465.0899
"12830",3,-0.3228,-0.756,347.608,293.535,372.656,327.491,346.123,302.543,318.688,329.076,362.496,335.775,333.5991
"12831",3,0.7754,-0.756,393.071,390.228,386.708,365.373,376.294,367.453,392.342,389.877,378.245,386.247,382.5838
"12832",1,0.0197,-0.756,450.392,439.328,481.496,491.744,482.922,455.222,472.711,444.533,460.764,475.779,465.4891
"12833",2,-0.0644,1.1246,345.624,332.395,353.634,321.407,290.912,301.03,312.16,330.027,299.17,323.784,321.0143
"12834",3,-2.1979,0.2852,503.599,447.553,449.097,403.85,426.719,428.403,413.398,462.597,469.082,471.59,447.5888
"12835",2,-0.6312,-1.0389,391.157,347.664,314.696,384.144,331.662,358.335,362.9,354.678,344.128,340.729,353.0093
"12836",2,0.5986,-0.756,383.463,339.365,358.838,392.48,355.381,315.573,349.176,344.687,310.64,362.178,351.1781
"12837",3,-2.5401,-0.0918,341.592,364.607,335.746,331.753,388.841,356.897,374.332,356.375,381.028,367.888,359.9059
"12838",2,0.2615,-1.1042,483.444,416.959,398.163,385.917,491.69,385.474,438.056,428.331,396.414,432.698,425.7146
"12839",3,-0.7008,-0.756,359.31,347.14,360.842,361.327,352.083,321.505,357.63,336.264,331.2,380.298,350.7599
"12840",3,-0.5972,-0.756,353.74,366.203,373.901,379.275,358.997,357.67,359.335,344.872,389.896,332.328,361.6217
"12842",2,-0.5903,-0.756,297.106,291.139,292.586,286.26,285.686,344.858,285.915,335.433,310.157,290.597,301.9737
"12843",2,-0.5482,0.3308,505.17,513.977,495.14,495.597,487.043,536.271,527.027,510.866,542.509,515.641,512.9241
"12844",1,1.3366,0.6942,476.159,465.172,515.676,478.398,449.083,471.806,468.778,490.75,501.904,485.376,480.3102
"12845",3,0.2201,-1.0859,250.45,324.865,305.278,307.144,291.415,247.743,295.654,290.448,292.764,295.423,290.1184
"12846",2,1.0073,-0.756,416.737,411.871,394.122,402.909,417.851,380.961,372.945,391.352,317.586,407.076,391.341
"12847",3,-0.9458,1.1246,358.087,381.935,389.838,340.198,351.796,357.561,368.557,347.664,390.301,357.662,364.3599
"12848",2,0.0799,-0.756,232.332,289.134,268.188,319.01,268.085,292.45,282.111,345.737,293.219,257.525,284.7791
"12849",3,0.5135,1.1246,341.101,313.774,327.708,308.887,344.358,302.029,355.613,289.132,283.058,261.861,312.7521
"12850",3,0.0342,0.1413,379.677,337.226,363.533,391.565,382.015,336.101,378.665,402.864,350.167,367.432,368.9245
"12851",3,-0.5524,1.1246,408.488,335.33,320.524,324.204,354.041,372.383,277.425,332.437,330.382,290.173,334.5387
"12852",2,-0.5711,-0.756,463.84,462.212,455.182,447.155,460.355,475.762,473.855,433.191,504.362,483.799,465.9713
"12853",3,1.1402,-0.756,414.325,417.712,422.377,409.079,402.157,435.844,427.344,404.428,416.985,399.304,414.9555
"12854",2,0.6793,1.1246,327.966,265.059,281.984,303.913,292.575,272.828,318.212,261.789,254.447,287.911,286.6684
"12855",1,3.2276,1.1246,335.33,354.291,358.094,380.913,344.007,376.931,328.655,299.366,338.027,306.419,342.2033
"12856",3,-0.1583,-0.756,485.536,491.783,480.47,493.07,496.768,480.446,472.292,469.066,474.501,482.681,482.6613
"12857",3,-0.6121,-0.0918,391.109,435.71,409.032,397.962,420.4,422.81,392.24,430.322,433.95,443.749,417.7284
"12858",2,-0.1819,-0.756,520.723,476.404,490.865,492.667,487.909,490.8,523.873,498.415,479.721,485.458,494.6835
"12859",3,0.2877,0.6942,301.238,345.87,318.865,276.894,331.257,339.83,272.385,248.603,332.582,260.627,302.8151
"12860",3,0.8569,-0.756,459.979,458.095,455.406,442.531,492.332,478.287,480.791,419.876,473.17,468.778,462.9245
"12863",3,-0.3052,-0.756,467.207,426.473,458.607,421.663,456.391,456.134,456.064,407.905,445.482,462.03,445.7956
"12864",2,0.055,-0.756,450.027,463.654,432.682,465.973,468.657,459.348,493.993,434.619,436.612,454.244,455.9809
"12865",3,0.85,-0.756,355.653,393.179,364.468,399.384,336.971,367.478,355.427,372.074,380.499,384.764,370.9897
"12866",2,0.6357,0.0877,410.202,412.615,451.076,398.122,404.079,400.155,419.074,436.408,404.02,378.605,411.4356
"12867",3,0.0393,-1.1042,445.05,453.457,437.388,465.574,430.979,427.76,435.084,424.794,449.114,454.594,442.3794
"12868",3,0.3898,-0.756,247.606,289.326,282.39,259.718,284.462,224.611,245.044,228.658,243.574,258.888,256.4277
"12869",3,-0.1357,0.1368,345.399,359.478,337.768,354.529,368.299,380.552,415.547,355.116,369.33,341.624,362.7642
"12870",3,-0.2172,-0.756,303.812,329.069,373.48,353.059,347.624,370.025,370.54,344.856,265.931,361.399,341.9795
"12871",1,-1.7858,0.4417,395.28,432.639,394.684,394.73,393.77,447.779,429.527,421.525,364.121,449.719,412.3774
"12872",3,-0.5288,-1.9603,350.553,309.077,280.828,300.138,301.922,283.488,286.99,309.671,275.359,329.36,302.7386
"12873",2,-0.2813,-0.756,339.749,282.516,324.049,296.424,309.283,303.359,318.054,249.149,298.832,319.581,304.0996
"12874",2,-1.1893,0.6342,464.553,453.794,406.531,441.695,388.167,438.151,452.1,448.915,447.887,446.168,438.7961
"12875",3,-0.298,-0.756,381.123,374.107,413.621,387.303,445.693,367.965,419.504,397.66,384.701,388.056,395.9733
"12876",3,0.0811,0.6942,359.18,352.08,386.515,362.819,367.133,367.764,376.21,391.559,304.168,374.94,364.2368
"12878",3,-0.5312,-0.756,407.715,435.754,433.078,452.868,408.839,452.596,419.98,431.633,446.38,453.137,434.198
"12879",3,0.02,0.4417,435.387,452.608,408.788,428.579,456.239,439.658,382.595,418.527,417.463,467.841,430.7685
"12880",2,-0.0707,0.6942,544.177,546.12,531.878,575.885,561.682,531.64,543.543,605.649,572.78,550.182,556.3536
"12882",1,0.1287,-0.756,386.316,348.771,391.708,388.166,427.014,391.546,390.385,413.761,392.85,398.41,392.8927
"12884",2,0.0614,-0.756,345.381,378.971,341.184,385.77,385.313,334.145,379.609,352.652,368.731,381.265,365.3021
"12885",3,-0.3581,-0.756,339.571,302.673,369.345,336.179,348.806,347.228,326.604,367.18,344.708,294.067,337.6361
"12886",3,-0.2286,1.1246,326.901,360.429,271.232,258.476,363.678,373.677,295.977,306.619,330.411,310.74,319.814
"12888",3,1.0871,-0.3481,357.022,370.039,334.274,347.283,378.718,368.645,379.273,343.394,338.085,368.845,358.5578
"12889",2,-0.202,-0.756,382.52,402.023,370.106,380.478,356.823,365.216,410.862,375.271,396.426,345.772,378.5497
"12890",3,0.2928,-0.756,317.838,314.353,304.194,299.111,304.178,359.812,314.46,318.769,273.63,318.999,312.5344
"12894",3,0.2953,-1.9603,338.585,358.125,323.534,310.354,399.971,361.737,338.352,341.631,337.493,369.478,347.926
"12895",4,-0.1168,1.1246,295.043,306.779,302.575,336.627,356.947,311.938,349.578,336.937,261.302,284.043,314.1769
"12897",2,0.5098,-0.756,252.994,284.249,273.737,270.927,309.655,249.756,257.126,267.358,274.984,242.715,268.3501
"12899",3,0.6297,-1.5326,334.052,304.112,323.64,328.985,270.653,283.52,267.267,279.569,283.969,302.796,297.8563
"12900",3,1.9296,1.1246,407.582,445.143,422.278,385.972,450.043,429.293,437.352,423.905,434.845,414.985,425.1398
"12901",2,0.2913,1.1246,349.549,383.716,380.358,361.556,388.843,382.585,349.127,385.819,389.789,349.653,372.0995
"12902",3,0.2732,1.1246,418.309,414.387,421.141,444.796,406.365,437.03,442.574,351.372,408.179,401.451,414.5604
"12904",3,0.1336,-0.756,362.16,403.367,352.215,421.439,376.542,424.648,453.753,400.093,381.049,396.304,397.157
"12905",3,-0.5658,-0.756,337.338,288.867,294.453,287.375,336.023,323.684,310.185,323.395,298.433,301.97,310.1723
"12907",4,-0.9445,0.4836,357.941,299.525,347.561,352.041,371.42,320.119,344.777,303.687,291.588,314.888,330.3547
"12908",1,0.2807,-1.1042,486.425,457.821,450.972,472.302,485.56,470.313,452.879,464.162,457.135,494.506,469.2075
"12909",1,-0.5964,0.6342,402.115,399.787,391.491,382.949,389.349,416.647,406.965,365.447,418.336,387.306,396.0392
"12910",3,0.5608,1.1246,383.205,317.96,330.209,382.352,366.785,360.987,370.183,359.231,379.475,367.64,361.8027
"12911",3,-0.0859,-0.756,343.204,354.727,320.31,333.646,385.063,368.697,368.519,315.723,337.22,392.54,351.9649
"12912",3,-0.6196,1.1246,344.94,332.756,324.525,333.406,348.295,335.159,328.933,314.535,320.125,305.478,328.8152
"12913",3,0.4397,1.1246,329.159,337.031,346.016,364.45,344.335,359.52,351.298,326.699,342.675,324.226,342.5409
"12914",2,0.0466,0.4417,485.945,486.7,495.582,475.484,486.657,479.998,520.665,487.954,481.903,525.091,492.5979
"12915",3,0.7379,-0.756,465.501,451.228,461.145,434.381,458.249,451.78,440.913,461.098,475.742,474.147,457.4184
"12916",2,-0.2487,-0.0918,360.462,395.841,349.745,410.332,368.109,403.389,387.429,381.24,384.58,407.352,384.8479
