"","Kecemasan","GM","Emosi","Aman","MATHMEAN"
"10161",4,3,-0.2963,-0.756,433.5395
"10162",4,3,-0.6219,-1.1042,330.8596
"10166",2,1,-3.4004,0.1368,361.5805
"10167",5,2,-0.1033,-0.756,442.3266
"10170",3,3,-0.4109,-0.756,333.3713
"10171",6,2,-0.1109,-0.756,297.3361
"10172",2,3,-2.3438,1.1246,361.7293
"10174",4,3,0.0589,-0.756,350.8958
"10176",6,3,-0.1684,0.6942,432.8712
"10179",4,3,-0.5468,1.1246,445.6055
"10182",2,2,0.2391,-1.7615,295.6197
"10185",8,3,-0.2643,-0.756,303.903
"10186",2,2,-0.2137,0.6942,426.2703
"10188",4,3,-0.4415,1.1246,297.0778
"10189",2,2,-0.3758,-0.756,298.2232
"10193",4,3,-0.7453,-0.2986,506.0489
"10195",7,3,-0.6674,-0.756,329.365
"10196",4,3,-0.3329,-0.756,420.1744
"10203",4,3,-0.0882,-0.756,382.8355
"10204",4,3,-0.3982,0.6942,299.7028
"10205",3,2,-0.08,-1.4182,403.9861
"10206",4,2,0.6457,1.1246,395.6108
"10208",2,2,0.4225,-0.756,459.6449
"10210",4,3,0.1027,-0.756,453.441
"10211",6,3,-0.6806,-0.756,329.7825
"10212",5,3,0.2538,-0.756,450.6457
"10214",4,3,2.7594,1.1246,406.6516
"10215",6,2,0.1674,-0.756,378.6317
"10216",4,3,0.169,-2.7886,415.6264
"10217",4,3,-0.6198,-0.756,319.5334
"10218",5,1,0.6774,1.1246,453.7275
"10219",4,3,-0.8321,-0.756,363.6035
"10220",8,4,-0.0502,1.1246,321.2673
"10221",2,3,-0.6873,-0.756,374.5062
"10223",4,2,0.5019,1.1246,406.2879
"10224",4,2,0.1513,1.1246,287.4111
"10225",2,4,-0.1589,-0.039,394.6241
"10226",4,2,0.0363,-1.1042,391.6114
"10229",4,3,0.0116,1.1246,409.8842
"10231",4,3,-0.3895,1.1246,418.3819
"10233",6,3,-0.6489,0.1413,310.634
"10234",4,3,-0.6009,1.1246,376.9837
"10235",6,3,-0.4514,1.1246,356.6217
"10237",4,3,-0.1656,-0.756,266.5641
"10239",4,2,-0.5226,-0.756,308.5103
"10241",6,3,0.7624,-0.756,298.0496
"10242",6,3,0.0422,-0.756,326.0854
"10244",4,3,0.8202,-0.756,380.5872
"10245",4,3,-0.4489,-1.5326,329.5364
"10246",3,4,-1.0503,-0.756,388.9721
"10247",3,3,-0.4817,-1.1042,365.7009
"10248",5,3,0.4014,-0.756,390.5382
"10250",4,3,-0.6564,-1.15,338.824
"10251",4,2,0.2127,-0.756,347.1563
"10253",4,2,-0.4501,-1.1042,432.2948
"10254",4,3,-0.0794,-0.756,320.2619
"10255",2,2,-0.7352,-1.2684,373.3949
"10256",4,3,0.1035,-0.756,405.9941
"10258",4,3,0.2527,-0.756,356.6368
"10259",3,3,-0.1514,-0.756,444.4928
"10260",5,2,-0.1528,-0.756,425.6902
"10261",8,3,0.1213,1.1246,397.4657
"10265",4,3,0.046,1.1246,352.0188
"10268",5,2,-0.2123,-0.756,338.7888
"10271",4,2,-0.3841,-0.756,411.0799
"10274",8,3,-0.1545,1.1246,311.3396
"10279",6,1,0.7812,1.1246,402.5566
"10280",4,2,0.0811,-1.3894,435.6854
"10282",4,3,0.559,-0.756,387.566
"10283",6,3,1.5816,-0.039,315.6332
"10285",4,2,-0.8102,0.0463,295.5837
"10286",4,2,0.3405,1.1246,334.3247
"10287",3,3,-1.5629,-0.3481,368.9038
"10288",4,3,0.0223,1.1246,347.7271
"10289",3,3,0.5998,1.1246,287.9828
"10290",4,2,-0.7494,-0.756,464.3619
"10291",6,2,0.0537,1.1246,296.0528
"10292",6,3,0.3112,-0.756,393.9396
"10294",3,1,-0.1685,0.6942,462.9546
"10295",6,2,-0.5786,-0.756,484.3938
"10296",3,3,-0.3137,-0.756,339.9118
"10297",6,3,-0.4441,-0.756,276.3546
"10300",2,1,-1.6255,0.1368,348.5184
"10301",4,3,0.0678,-0.756,357.4202
"10302",4,1,0.3856,-0.756,407.9897
"10303",2,1,-0.6948,1.1246,274.1639
"10304",3,2,-1.1119,-0.756,443.8117
"10305",6,2,-0.1204,0.4836,589.244
"10306",4,2,0.1842,-0.756,334.501
"10308",4,3,0.0753,0.4417,324.5138
"10311",6,2,1.1995,1.1246,443.5544
"10312",8,3,0.2721,-0.756,365.8534
"10314",2,2,-0.935,-0.756,447.7162
"10316",3,2,-0.4493,-0.756,305.0347
"10317",2,3,-1.6383,0.6942,397.0584
"10318",4,2,-0.0871,-0.756,370.5909
"10319",4,3,-0.597,-0.756,345.3398
"10322",2,2,0.0555,1.1246,460.7084
"10323",4,2,-0.4627,-0.756,404.2231
"10324",4,3,-0.6295,-1.1042,422.9537
"10325",2,4,0.1867,1.1246,382.026
"10326",5,3,-0.3272,-0.756,525.021
"10327",4,1,0.0769,-0.756,351.2699
"10328",4,3,-0.8243,-1.1042,412.5074
"10334",4,3,0.2225,-1.1042,402.5074
"10335",5,2,0.1054,-0.756,419.5423
"10337",4,2,-0.3497,-1.1042,517.2103
"10338",6,3,0.6916,-0.756,342.2753
"10339",5,3,0.2579,-0.756,459.7986
"10342",5,3,0.2083,-0.039,395.2296
"10343",4,3,-0.444,-0.756,386.0272
"10344",4,3,0.2241,-1.3019,416.14
"10345",4,3,-0.7956,0.4836,325.8841
"10346",4,3,-0.7893,-0.756,398.917
"10349",4,2,-1.6024,-0.756,409.5437
"10354",2,3,-0.7474,0.4014,393.4034
"10355",4,2,0.2147,-0.756,309.2879
"10356",6,2,-0.1276,-0.756,427.9538
"10357",4,4,0.1204,0.2852,436.813
"10361",6,3,0.3636,0.6942,340.3611
"10363",4,2,-0.4583,-0.756,361.8777
"10365",3,2,-0.3444,-0.756,443.1075
"10367",3,2,-1.0576,-0.756,416.9778
"10368",7,3,0.073,-0.756,384.4549
"10370",3,3,-0.7118,-1.2589,407.087
"10372",4,2,0.7643,1.1246,390.2539
"10374",5,1,-0.3845,-0.756,358.1057
"10376",4,3,-0.742,-0.756,450.2268
"10377",5,2,0.3673,-0.756,348.719
"10381",5,2,-0.5887,-0.756,413.9327
"10384",3,3,0.4084,-1.2684,424.0973
"10385",5,3,-1.2369,0.4417,451.609
"10387",4,2,0.1507,0.1368,304.3127
"10389",4,3,-0.1669,1.1246,317.9181
"10390",3,3,-0.8199,-0.756,345.5971
"10391",6,2,-0.9129,-0.756,494.964
"10392",6,2,0.0197,-0.756,497.6793
"10393",2,1,-0.9659,-1.224,498.4967
"10394",2,3,-0.7882,1.1246,345.7779
"10395",4,3,0.0358,-0.756,280.8915
"10396",4,3,-0.4923,-0.756,355.3364
"10397",4,3,-2.2997,0.1368,388.1329
"10398",2,3,-0.7927,-0.756,373.2063
"10399",4,3,-0.5522,1.1246,329.0271
"10402",4,3,-0.3926,-0.756,351.2756
"10404",4,3,-0.3376,0.1413,360.0575
"10405",4,3,0.0052,1.1246,237.4459
"10407",4,2,-0.3037,-1.15,352.0039
"10408",4,3,-0.6308,-0.0918,328.4343
"10413",2,1,0.1432,1.1246,378.268
"10414",3,3,-0.8164,1.1246,447.5365
"10417",4,3,-0.3125,-0.756,408.025
"10421",4,3,-0.2946,0.4417,320.8511
"10422",4,3,0.0369,-0.756,316.5569
"10423",4,3,-0.0395,-0.756,340.2795
"10426",4,3,-0.1419,-1.5326,414.5208
"10427",4,2,-0.6319,-0.0918,370.076
"10430",4,2,-0.3795,-0.756,327.1459
"10432",4,3,-0.3337,-0.756,369.9328
"10434",4,2,-0.9504,-0.756,336.7844
"10438",2,3,-1.5252,-0.756,424.3695
"10441",2,3,-0.6534,-0.756,355.6639
"10444",4,3,-0.8646,-1.1042,410.5117
"10445",4,2,-0.5404,-1.3019,395.4618
"10446",4,2,-0.0309,1.1246,447.3315
"10452",4,3,-0.9386,-0.756,320.8973
"10453",4,4,-0.4156,-0.756,351.4197
"10454",4,2,0.4576,-0.756,398.3306
"10458",5,3,-0.0186,1.1246,368.3737
"10460",4,2,-0.3941,-0.039,422.0446
"10461",5,2,-0.157,1.1246,374.9785
"10462",4,2,-1.96,-0.756,342.4409
"10464",5,1,0.9465,-0.756,352.356
"10465",6,3,0.7296,-0.756,355.9081
"10466",4,2,-0.1299,-0.756,358.0192
"10467",4,3,-0.2632,-1.1042,456.8085
"10469",3,1,0.5981,-0.756,376.3771
"10470",5,2,0.0427,-0.756,495.0035
"10471",5,2,0.2276,-0.756,475.9055
"10472",5,3,-0.1134,-0.756,428.3091
"10474",2,3,-0.1555,1.1246,423.055
"10477",5,4,-0.6373,-0.756,307.2774
"10478",2,3,0.1574,-0.756,368.3945
"10479",4,3,-0.2588,-1.1042,333.8192
"10481",4,3,0.5463,-0.039,455.0949
"10483",4,2,-0.3044,-1.1042,438.8434
"10484",4,3,-1.2944,0.0936,431.7131
"10486",2,3,-0.8637,-0.756,367.9041
"10487",4,3,0.081,-0.756,384.5913
"10488",2,3,-1.7019,-0.756,344.2999
"10489",4,4,0.1825,-2.7886,384.1911
"10490",4,3,-0.6026,-1.1042,376.9064
"10491",4,3,0.1542,1.1246,350.3239
"10495",4,1,0.5033,1.1246,550.1271
"10496",4,3,0.2324,-0.3481,352.9215
"10497",4,3,-0.6766,-0.756,277.8812
"10499",5,2,-0.3989,1.1246,480.7635
"10500",5,3,-0.2604,-0.756,378.4187
"10501",4,2,-1.7313,-0.756,479.6813
"10502",4,2,-0.8592,-0.756,448.0596
"10503",4,3,-0.2458,1.1246,400.8579
"10504",5,2,-0.4425,1.1246,549.9575
"10507",7,1,0.9476,1.1246,538.5283
"10508",4,1,-0.0879,1.1246,306.5564
"10509",6,3,0.4139,-0.756,359.4036
"10511",4,2,0.0285,-0.756,335.4552
"10513",4,3,-0.5775,1.1246,298.6464
"10514",5,2,-0.1633,0.6942,515.9112
"10517",2,3,1.4411,-1.1042,423.3065
"10519",4,1,0.8576,-0.756,395.2536
"10522",4,3,-0.6774,-0.756,458.4035
"10523",5,2,-0.5374,-0.756,353.1488
"10524",4,3,-0.1697,0.4417,359.3559
"10525",2,3,-0.6281,-0.756,342.5186
"10526",2,2,0.8535,0.0877,285.4459
"10527",4,3,-0.235,0.6942,286.4611
"10528",4,1,-0.221,0.2938,488.7615
"10530",4,3,-0.9555,-0.756,349.3012
"10531",5,2,-0.1207,0.1413,285.6757
"10534",3,3,-0.6456,1.1246,388.2241
"10535",2,3,-0.4602,-0.0323,415.1183
"10536",5,3,0.4733,-0.756,340.2952
"10539",5,1,-0.1327,-0.756,383.6888
"10540",3,4,0.6189,1.1246,382.4199
"10541",2,3,-0.4184,-0.756,457.7689
"10543",6,2,0.602,-0.756,387.8147
"10544",2,3,-0.2217,-0.756,339.3837
"10545",6,3,-0.1196,-0.756,359.7854
"10546",6,3,-0.1545,1.1246,347.9391
"10547",6,3,2.775,-2.7886,395.0759
"10548",6,3,0.0341,-1.1042,315.0351
"10550",4,3,0.1876,1.1246,468.9554
"10553",8,3,-2.4758,-2.447,351.5893
"10554",3,3,0.0634,1.1246,360.0434
"10555",5,3,0.2302,-0.756,370.4175
"10556",2,3,-0.608,-0.756,388.5629
"10560",4,2,0.2408,-0.756,493.418
"10562",4,3,-0.4392,-1.1042,440.7168
"10563",3,1,-0.5411,0.6342,453.9072
"10564",4,3,-0.0161,-0.756,317.0051
"10566",4,3,-0.7849,-0.3481,427.6685
"10567",4,2,-0.313,0.2435,322.2056
"10571",4,3,0.7747,-0.756,286.0892
"10572",2,3,-0.4658,-0.756,400.0785
"10573",4,2,0.1027,-0.756,410.4712
"10574",6,3,0.2768,0.6342,328.5988
"10575",5,3,-0.7582,1.1246,313.0443
"10576",6,3,0.7537,-0.756,327.5218
"10578",4,3,0.2792,-0.756,353.2005
"10580",4,3,-0.3622,1.1246,436.9725
"10581",6,2,0.8105,-0.756,336.2986
"10584",2,2,0.0343,-1.5326,320.8238
"10585",3,3,-0.5987,1.1246,340.5454
"10586",6,3,0.2897,1.1246,379.3321
"10587",2,4,-0.1368,-0.947,294.1277
"10589",4,3,0.3907,0.1368,338.8719
"10590",5,2,0.6126,1.1246,553.2115
"10593",4,4,-0.5232,0.2852,341.4593
"10595",6,2,1.0726,1.1246,316.2607
"10596",2,3,-0.7776,-0.039,399.0383
"10598",2,4,-0.4158,-0.756,353.9833
"10603",5,2,-0.245,-0.756,344.229
"10607",5,4,1.0896,0.2852,280.1437
"10610",6,3,0.2406,1.1246,360.1815
"10614",4,3,0.3478,-0.756,303.7814
"10615",4,3,-0.6787,-1.2589,314.2663
"10617",4,3,-0.2703,0.6342,324.8065
"10620",4,3,-0.1868,1.1246,425.9157
"10622",4,1,-0.4905,-0.756,337.3902
"10623",3,2,-0.4628,-0.039,500.8106
"10627",5,4,-0.6164,-1.3894,399.92
"10629",4,2,0.046,-0.756,436.9555
"10631",3,1,-1.0401,1.1246,456.2006
"10634",5,3,-2.2556,-1.15,457.9362
"10635",5,3,0.0904,-0.756,378.6541
"10638",4,2,-0.0976,-0.756,425.2249
"10640",4,3,-0.2276,0.4836,413.7302
"10641",2,4,-2.8111,1.1246,355.1167
"10642",6,4,-0.0423,1.1246,327.4711
"10643",2,3,-0.8773,-0.756,359.0437
"10644",6,3,-0.5769,-1.15,365.4659
"10645",2,1,0.2253,1.1246,335.8143
"10646",4,2,-0.1863,-1.15,354.0559
"10648",4,2,0.2494,-1.6365,451.4983
"10649",4,2,0.0443,-0.756,454.9779
"10653",2,3,-0.6251,-0.756,311.421
"10654",4,3,-0.1411,-0.756,365.4531
"10655",6,2,0.6538,0.6942,352.9128
"10656",6,2,-1.9326,-1.1042,409.847
"10657",2,2,0.3731,-0.756,430.8192
"10659",4,2,-0.4671,-0.756,469.5165
"10660",4,2,-0.1675,0.1413,398.4494
"10661",2,3,-0.3624,1.1246,315.1149
"10662",4,2,-0.5201,-1.15,384.4964
"10663",3,3,-0.0224,-0.756,366.9306
"10664",4,3,0.0054,-0.756,316.1481
"10666",8,1,2.4657,-0.756,372.7036
"10667",2,2,-0.2271,-0.756,414.978
"10669",4,3,-0.3296,-0.756,333.5991
"10671",6,3,0.2432,-0.756,379.5365
"10673",3,2,-1.2389,-1.6365,499.6612
"10674",3,3,-0.2356,-1.15,253.5717
"10676",5,3,0.0654,-0.756,343.648
"10677",4,4,0.3396,0.2435,265.2527
"10680",5,2,0.3399,1.1246,297.2311
"10681",3,3,-0.2634,-0.756,338.3419
"10682",6,2,0.0795,-0.756,549.3276
"10683",5,2,-0.2828,-0.756,376.3506
"10685",4,3,-0.7232,-0.756,321.7763
"10686",4,3,-0.6977,-1.1042,397.7948
"10687",5,3,-0.0636,-0.039,402.8499
"10693",8,3,0.3157,1.1246,279.9887
"10694",8,4,-1.7412,1.1246,348.8917
"10695",4,2,0.2455,-0.756,406.4321
"10696",4,3,-0.6873,-0.756,321.8996
"10697",5,2,0.165,0.2852,354.4247
"10698",4,3,0.3919,-0.756,393.4002
"10701",4,2,-0.7632,0.2852,403.8678
"10702",4,3,0.0228,0.1413,339.5067
"10703",5,2,-0.6698,1.1246,347.0316
"10704",4,3,0.0621,0.6942,388.7851
"10709",5,3,0.0157,-1.2684,352.3059
"10711",2,4,-1.8477,-0.756,386.2875
"10712",4,3,-0.3722,-0.756,381.5217
"10713",4,3,0.4939,-0.756,345.1918
"10714",3,2,0.4488,-0.756,426.9376
"10717",4,3,-0.2487,-0.756,455.2586
"10718",6,3,0.1134,0.4361,317.7287
"10719",4,3,0.0112,0.6942,336.2485
"10720",4,3,-0.1194,-0.756,395.6901
"10721",4,3,1.09,-0.756,379.444
"10724",4,3,-0.7091,-0.756,424.6538
"10725",5,3,-0.785,1.1246,349.2418
"10726",6,1,-0.2939,1.1246,427.3212
"10727",4,2,-0.081,0.6342,326.2669
"10728",4,2,-0.4911,-0.756,361.9754
"10729",2,1,0.484,1.1246,456.1897
"10732",4,2,1.1227,-0.756,470.108
"10734",4,3,-1.0934,0.2852,347.4278
"10735",4,2,-0.3309,-0.756,414.925
"10736",3,3,-0.4531,-0.3481,307.5115
"10738",6,3,-0.1469,-0.756,402.039
"10740",2,2,0.1416,1.1246,360.1082
"10741",5,2,0.7817,1.1246,373.9163
"10742",4,3,0.1629,-1.6365,366.1859
"10743",4,3,0.1137,-0.756,364.2317
"10744",4,3,0.4409,1.1246,408.4853
"10748",4,3,-0.2925,-1.1042,311.0568
"10749",7,3,-0.0883,-0.756,420.1702
"10751",5,4,-0.1701,0.6342,330.5364
"10753",6,4,0.3296,0.4417,378.6913
"10754",5,4,0.9025,1.1246,331.1455
"10756",4,3,-0.8933,0.2852,336.1041
"10759",3,2,-1.551,0.4938,417.9567
"10761",4,3,-0.6963,-0.756,388.7994
"10762",2,4,1.0316,1.1246,370.0173
"10765",2,2,-0.703,1.1246,338.2312
"10767",4,2,-0.8898,-1.1557,291.584
"10769",4,2,0.5546,-0.756,458.1068
"10771",7,3,0.4416,-0.0918,359.4982
"10774",4,3,-0.2442,-0.756,329.6608
"10778",2,4,-1.3999,1.1246,439.9878
"10779",4,2,-0.1627,1.1246,361.6599
"10781",4,3,-0.2157,-0.756,315.6591
"10783",5,2,-0.0419,0.4417,300.658
"10785",6,1,0.6154,-0.756,539.6206
"10786",3,3,-0.4979,-0.756,388.8551
"10787",5,3,-0.4981,0.2852,484.275
"10788",4,3,0.602,1.1246,368.1036
"10790",2,3,-0.3458,0.1368,268.1569
"10791",4,2,-0.2124,-0.756,362.2707
"10795",4,3,2.1017,-1.1042,430.0779
"10797",4,3,-0.5324,-0.756,402.9056
"10799",4,2,-0.6912,-1.3019,410.3368
"10800",4,3,-0.3645,-0.756,420.6658
"10803",5,2,0.6406,-0.0323,345.0843
"10806",8,2,-0.4049,1.1246,366.2799
"10810",5,2,0.0501,-0.756,445.4254
"10811",4,3,-0.8805,-0.756,323.9353
"10812",6,2,0.0395,0.2852,390.5521
"10813",5,2,0.0204,-0.756,443.1015
"10818",4,3,-2.7597,-0.756,408.8278
"10819",4,4,0.0676,-0.756,349.6261
"10820",4,2,0.1654,-0.3481,432.3467
"10822",3,1,7.9476,1.1246,305.6961
"10825",4,3,0.8675,-0.756,379.7594
"10826",4,2,0.3704,-1.1042,479.8379
"10827",4,3,0.0898,-0.756,396.9234
"10828",4,3,-0.6918,-1.1042,371.4862
"10829",5,3,0.9547,-0.756,339.5352
"10830",4,1,0.6316,-0.756,462.1036
"10831",4,2,0.0691,-0.756,335.3654
"10835",4,2,-1.3684,0.4417,328.982
"10838",4,3,-0.3709,-0.756,459.5243
"10839",4,3,0.0916,-0.756,395.7162
"10840",4,4,-0.177,1.1246,365.597
"10841",4,3,-0.2119,-0.756,507.8188
"10842",4,3,-0.0629,-0.756,372.5988
"10847",4,3,-0.1789,-0.756,402.1251
"10848",8,3,0.2185,-0.756,317.0347
"10849",3,4,-0.1488,1.1246,359.0774
"10850",8,3,0.7629,1.1246,492.104
"10856",4,2,0.1281,1.1246,407.2656
"10857",4,1,-0.6806,-0.756,400.5578
"10858",5,4,-0.7638,0.4417,425.2865
"10859",5,4,1.056,1.1246,278.4978
"10862",6,4,-0.1994,0.6342,343.5166
"10864",4,2,-0.4669,-0.756,389.4018
"10865",3,1,-1.3446,-0.756,599.1332
"10867",4,2,-0.0553,-0.756,479.0327
"10868",4,3,0.133,-1.4563,347.8702
"10871",6,1,0.2693,1.1246,339.3275
"10872",4,3,-0.1688,-1.306,305.6583
"10873",4,4,-0.699,0.6342,323.8623
"10875",6,4,-1.1425,-0.756,381.0805
"10876",4,3,-0.6222,-1.3019,344.6637
"10879",6,3,-0.0795,-0.756,457.7659
"10881",2,1,-0.71,-1.15,282.4095
"10882",2,4,1.63,0.3221,376.2648
"10883",6,1,0.1644,-0.039,445.8781
"10884",4,3,-0.019,0.4836,304.731
"10887",5,1,-0.2834,1.1246,427.3673
"10888",4,3,-0.698,-0.756,387.6772
"10889",4,3,-0.3617,-0.756,365.8738
"10890",4,4,-0.733,-0.756,366.5101
"10892",4,2,-0.7293,-1.1042,408.8538
"10893",2,3,-1.4123,-1.1042,376.6685
"10894",4,3,0.3899,-0.756,413.3885
"10895",4,2,-0.574,-0.756,237.2933
"10896",4,3,0.0505,-0.756,441.6118
"10899",6,3,-0.45,-0.756,367.4618
"10903",4,3,-1.1332,0.4836,355.4162
"10904",4,3,0.8666,-0.756,459.7418
"10905",6,3,0.0107,1.1246,384.9223
"10906",4,3,0.1606,-0.756,403.9133
"10907",4,3,0.0904,-0.756,291.9105
"10908",6,3,-0.3826,0.6942,388.6652
"10909",4,2,-0.398,0.1413,421.0324
"10910",4,3,-0.4394,-1.1042,318.0911
"10912",4,2,-0.7539,-0.756,403.5526
"10917",4,3,-0.0707,-0.756,481.364
"10918",6,2,-0.1196,-0.756,401.5539
"10919",4,4,-1.0929,-0.0918,498.7264
"10920",6,4,-0.21,0.4836,323.6205
"10921",4,3,-1.1458,-0.756,411.2953
"10922",4,3,0.0202,-0.756,441.855
"10923",2,4,-2.8404,1.1246,341.7816
"10924",4,3,-1.0803,1.1246,412.2188
"10925",5,4,-0.9208,-1.1042,405.1031
"10927",3,2,-1.5144,-1.1657,437.058
"10931",4,2,0.1072,-0.756,406.5263
"10932",4,3,-0.5408,-0.756,387.2976
"10933",4,3,-0.6653,1.1246,305.5927
"10934",3,1,-0.3226,-0.756,360.5951
"10937",4,2,0.1179,-0.756,371.0704
"10938",4,3,-0.0655,1.1246,380.1312
"10942",4,3,0.0592,-0.756,325.8107
"10943",5,2,-0.2945,-0.756,459.8155
"10944",4,3,-0.0974,-1.1042,416.7849
"10945",3,3,0.157,-1.1042,357.3264
"10946",4,3,-0.699,-0.756,343.9019
"10948",4,4,0.1741,0.4417,482.6724
"10949",6,3,0.7691,-0.756,358.525
"10951",6,3,-0.5145,-0.756,424.0904
"10953",6,2,-0.6619,1.1246,424.8548
"10957",3,4,0.8452,0.6942,326.1678
"10959",4,3,-0.1939,1.1246,369.6263
"10961",6,2,0.5121,-0.756,563.1128
"10962",4,2,0.4474,-0.756,434.7982
"10964",4,3,-0.2851,-0.3481,492.0207
"10966",4,3,-0.4839,-0.756,351.221
"10967",5,3,0.5511,-0.3481,415.8601
"10968",5,2,-0.5066,0.1368,476.1099
"10969",3,4,0.6716,0.1798,305.286
"10970",3,1,0.4054,1.1246,383.1483
"10972",2,3,-0.2876,-1.5326,378.5119
"10973",4,2,-0.1259,-0.756,381.831
"10974",4,3,-0.3825,1.1246,303.9279
"10975",4,2,0.6682,-1.1042,377.3998
"10976",4,3,-0.4374,0.1329,306.1548
"10977",4,3,-0.3094,-0.756,380.8347
"10978",4,3,0.0085,-0.756,362.6478
"10983",6,3,0.7863,-0.756,360.5419
"10984",5,2,0.0343,-0.756,395.5282
"10985",5,2,0.2576,-0.756,395.2462
"10986",8,4,-0.3579,0.4361,333.6073
"10987",4,2,-0.1857,-1.3019,444.4047
"10990",4,3,-0.2145,-0.756,326.5992
"10991",3,3,-0.2633,-0.756,348.3209
"10992",5,3,1.1804,-0.756,427.2895
"10996",2,2,-0.7586,-1.4286,506.6093
"10999",2,3,-0.2927,1.1246,362.3994
"11000",6,3,0.4005,-0.756,301.622
"11001",4,3,0.2372,-0.756,397.9062
"11004",2,4,-2.8071,-0.756,261.5029
"11005",6,4,0.8356,0.4417,419.9717
"11006",2,3,-0.7441,0.1413,375.4152
"11010",5,2,0.9498,-0.039,401.3263
"11011",8,2,-0.5192,-1.6365,372.5894
"11012",4,2,0.4595,-0.756,439.6229
"11014",4,3,-0.6026,-1.1042,409.4179
"11015",4,2,0.5503,-0.756,379.2515
"11016",4,3,-0.574,1.1246,334.2027
"11017",5,2,0.6157,-0.756,365.9308
"11018",4,3,-0.6219,0.4417,438.1338
"11020",4,3,-1.665,-0.756,397.0869
"11022",5,2,-0.6229,-1.15,345.3865
"11023",3,2,0.6498,1.1246,317.7058
"11027",3,1,0.0013,-1.1042,384.9241
"11028",3,3,-1.0061,-1.1042,380.7362
"11030",8,2,1.3361,1.1246,391.1073
"11031",4,2,-1.0182,-0.756,399.6981
"11033",4,3,-0.7282,0.2938,361.5745
"11035",4,3,-0.465,-1.15,358.9042
"11036",4,3,-0.959,-1.1042,390.1415
"11038",5,3,0.7585,-0.756,357.4866
"11039",3,3,-0.7184,-1.3894,434.839
"11040",7,3,-1.283,1.1246,290.2054
"11042",4,2,-0.1274,-0.756,397.3406
"11043",5,3,0.4072,-0.756,399.3529
"11044",4,3,-0.7874,-0.756,502.7655
"11045",5,3,-0.427,0.3308,350.3559
"11048",4,3,-0.0491,-0.756,320.4421
"11049",3,1,-1.5427,0.1413,437.9994
"11050",3,4,-0.9767,0.6942,505.8324
"11051",5,3,-0.1171,0.1368,387.9756
"11052",4,2,0.8004,-1.1042,376.327
"11054",5,3,0.452,-0.756,343.3874
"11056",6,3,-0.5291,1.1246,316.8342
"11057",5,2,-0.5316,-1.7582,267.5307
"11060",5,3,0.3802,-0.756,497.8251
"11061",2,1,0.7595,1.1246,300.163
"11062",4,2,0.4342,-0.756,286.6122
"11063",4,2,-0.4804,-0.756,497.3024
"11065",5,3,0.6126,0.4836,360.8756
"11066",6,3,-1.3105,-1.3019,314.0402
"11068",2,1,-0.6312,1.1246,473.0134
"11070",8,2,0.4639,1.1246,380.8104
"11071",6,2,0.3725,-0.756,405.288
"11072",5,2,0.1528,-0.756,400.5469
"11077",5,3,0.0265,1.1246,340.0928
"11079",2,2,-1.5664,-1.15,361.3375
"11081",4,1,-0.2947,-0.756,351.5367
"11084",2,2,-1.5103,-0.0918,403.0248
"11087",2,1,-1.7918,-0.756,417.1994
"11090",6,3,-0.697,0.4836,355.1577
"11091",4,2,-0.3015,-1.5326,486.4774
"11093",4,3,-0.531,-1.4248,376.1581
"11094",4,1,-1.3874,1.1246,341.2919
"11095",4,2,-0.1131,-0.756,500.6733
"11096",4,3,-0.091,-0.756,359.5718
"11097",4,3,-0.3892,-0.756,443.7406
"11098",2,3,-1.2078,1.1246,307.1735
"11099",4,2,0.3944,-0.756,453.1485
"11100",4,3,0.8014,0.6942,347.025
"11101",3,2,-0.2686,0.6342,395.3296
"11103",3,3,0.4666,-0.0918,450.4918
"11104",4,2,-0.0757,1.1246,383.9864
"11106",6,2,-0.0727,-0.756,462.8941
"11107",4,2,0.3127,-0.756,485.4623
"11110",5,3,0.3618,1.1246,506.4932
"11112",4,3,-0.7172,-0.756,428.4449
"11114",4,4,0.6285,-0.756,377.759
"11115",4,2,0.4337,0.4417,365.7757
"11118",6,2,0.8236,-1.3894,375.7113
"11119",6,2,0.1944,-0.0918,366.3878
"11120",4,3,-0.6858,1.1246,430.259
"11122",2,2,-0.7877,1.1246,463.9339
"11123",5,2,-0.5074,-1.0389,498.488
"11124",2,3,-0.1756,-0.756,347.8158
"11125",4,2,-0.4668,-1.7615,446.2092
"11126",4,3,-0.4576,-0.756,402.8022
"11128",6,3,0.3982,0.4836,323.7809
"11131",4,3,0.0433,1.1246,352.9969
"11136",6,2,-0.3654,0.1271,279.0413
"11138",4,1,0.0632,-0.756,385.9872
"11140",4,2,-0.6498,-1.7615,393.1838
"11141",4,3,-0.2038,-1.1042,427.8522
"11143",2,2,-1.6551,-0.756,499.0793
"11144",4,3,0.0137,1.1246,366.3004
"11146",5,2,0.0122,-0.756,546.2666
"11148",4,4,-0.1345,-0.756,222.9201
"11151",4,3,0.2195,0.0463,424.1723
"11153",6,2,0.1363,-0.756,546.9239
"11154",4,2,0.2171,1.1246,391.4718
"11157",4,2,-0.1856,0.1368,386.1977
"11160",4,3,-0.4755,0.2117,386.0878
"11162",4,3,0.1214,0.6942,443.7001
"11163",4,4,-0.5226,-0.756,383.7119
"11165",6,2,0.6473,1.1246,359.4271
"11167",4,4,0.3122,1.1246,389.6296
"11170",4,3,-0.0779,-0.756,385.0608
